DayOrder,DayOfWeekStr,starttime,endtime,permit,PermitLocation,locationdesc,optionaltext,locationid,scheduleid,start24,end24,CNN,Addr_Date_Create,Addr_Date_Modified,block,lot,ColdTruck,Applicant,X,Y,Latitude,Longitude,Location,Supervisor Districts,Fire Prevention Districts,Current Police Districts,Neighborhoods - Analysis Boundaries,Zip Codes
4,Thursday,10AM,11AM,19MFF-00051,340 10TH ST,10:45am-10:50am,"Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336024,,10:00,11:00,488000,04/20/2011 03:23:34 PM,04/20/2011 03:23:54 PM,3520,004,Y,Paradise Catering,6009040.64396,2109272.9828,37.772171958942153,-122.41211930033779,"(37.7721719589422, -122.412119300338)",9,8,2,34,28853
3,Wednesday,9AM,10AM,19MFF-00051,1023 MISSION ST,9:15am-9:20am,"Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336039,,09:00,10:00,9100000,04/20/2011 01:59:13 PM,04/20/2011 02:00:07 PM,3726,110,Y,Paradise Catering,6009947.07296,2112290.49616,37.780508161703487,-122.40919684134714,"(37.7805081617035, -122.409196841347)",9,14,2,34,28853
4,Thursday,9AM,10AM,19MFF-00051,1045 MISSION ST,9:55am-10am,"Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336040,,09:00,10:00,9100000,04/20/2011 02:15:54 PM,04/20/2011 02:16:12 PM,3726,109,Y,Paradise Catering,6009808.47353,2112158.10222,37.780136873471648,-122.40966697691718,"(37.7801368734716, -122.409666976917)",9,14,2,34,28853
2,Tuesday,12AM,1AM,19MFF-00051,855 GEARY ST,4:45am-4:55am,"Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336031,,00:00,01:00,6116000,04/19/2011 02:27:49 PM,04/19/2011 02:27:59 PM,0320,019,Y,Paradise Catering,6007637.30256,2114389.32118,37.786141355343901,-122.41733622784602,"(37.7861413553439, -122.417336227846)",9,13,1,36,28858
5,Friday,10AM,11AM,19MFF-00051,1131 MISSION ST,10am-10:15am,"Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336042,,10:00,11:00,9101000,04/20/2011 02:18:13 PM,04/20/2011 02:18:35 PM,3727,094,Y,Paradise Catering,6009243.66851,2111618.58524,37.778623821541444,-122.41158277263906,"(37.7786238215414, -122.411582772639)",9,8,2,34,28853
5,Friday,9AM,10AM,19MFF-00051,1045 MISSION ST,9:55am-10am,"Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336040,,09:00,10:00,9100000,04/20/2011 02:15:54 PM,04/20/2011 02:16:12 PM,3726,109,Y,Paradise Catering,6009808.47353,2112158.10222,37.780136873471648,-122.40966697691718,"(37.7801368734716, -122.409666976917)",9,14,2,34,28853
3,Wednesday,12PM,1PM,19MFF-00051,555 09TH ST,"10:35am-10:40am, 12:30pm-1:pm","Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336023,,12:00,13:00,459000,04/21/2011 11:10:10 AM,04/21/2011 11:10:34 AM,3781,003,Y,Paradise Catering,6010322.73482,2108692.21714,37.770649163845981,-122.40764346321261,"(37.770649163846, -122.407643463213)",9,14,2,34,28853
5,Friday,9AM,10AM,19MFF-00051,575 HARRISON ST,9:20am-9:30am,"Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336034,,09:00,10:00,6713000,04/20/2011 02:01:33 PM,04/20/2011 02:01:54 PM,3764,198,Y,Paradise Catering,6014200.97402,2113727.48935,37.784691215368319,-122.39458113071021,"(37.7846912153683, -122.39458113071)",9,6,2,8,28856
4,Thursday,9AM,10AM,19MFF-00051,732 BRANNAN ST,9:50am-9:55am,"Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336018,,09:00,10:00,3083000,04/20/2011 02:12:26 PM,04/20/2011 02:12:46 PM,3779,018,Y,Paradise Catering,6011980.05829,2109909.48829,37.774084146880632,-122.40199631139329,"(37.7740841468806, -122.401996311393)",9,14,2,34,28853
3,Wednesday,9AM,10AM,19MFF-00051,1045 MISSION ST,9:55am-10am,"Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336040,,09:00,10:00,9100000,04/20/2011 02:15:54 PM,04/20/2011 02:16:12 PM,3726,109,Y,Paradise Catering,6009808.47353,2112158.10222,37.780136873471648,-122.40966697691718,"(37.7801368734716, -122.409666976917)",9,14,2,34,28853
4,Thursday,8AM,9AM,19MFF-00051,965 FOLSOM ST,8:55am-9am,"Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336026,,08:00,09:00,5666000,04/20/2011 01:55:34 PM,04/20/2011 01:55:51 PM,3753,225,Y,Paradise Catering,6011205.90065,2111740.71058,37.779069021746814,-122.4048032205762,"(37.7790690217468, -122.404803220576)",9,14,2,34,28856
2,Tuesday,8AM,9AM,19MFF-00051,965 FOLSOM ST,8:55am-9am,"Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336026,,08:00,09:00,5666000,04/20/2011 01:55:34 PM,04/20/2011 01:55:51 PM,3753,225,Y,Paradise Catering,6011205.90065,2111740.71058,37.779069021746814,-122.4048032205762,"(37.7790690217468, -122.404803220576)",9,14,2,34,28856
3,Wednesday,9AM,10AM,19MFF-00051,19 CLEMENTINA ST,9:45am-9:50am,"Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336021,,09:00,10:00,4194000,04/20/2011 02:11:29 PM,04/20/2011 02:11:47 PM,3736,124,Y,Paradise Catering,6013998.1479,2114707.04739,37.787369577875879,-122.39535149203148,"(37.7873695778759, -122.395351492031)",9,6,2,8,28855
2,Tuesday,12PM,1PM,19MFF-00051,555 09TH ST,"10:35am-10:40am, 12:30pm-1:pm","Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336023,,12:00,13:00,459000,04/21/2011 11:10:10 AM,04/21/2011 11:10:34 AM,3781,003,Y,Paradise Catering,6010322.73482,2108692.21714,37.770649163845981,-122.40764346321261,"(37.770649163846, -122.407643463213)",9,14,2,34,28853
3,Wednesday,10AM,11AM,19MFF-00051,65 GRACE ST,Set-up at 77 Grace St.  10:10am-10:15am,"Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336032,,10:00,11:00,6354000,04/20/2011 02:20:31 PM,04/20/2011 02:20:51 PM,3509,029,Y,Paradise Catering,6008388.99944,2110263.3088,37.774854575989131,-122.41444348796961,"(37.7748545759891, -122.41444348797)",9,8,2,34,28853
2,Tuesday,9AM,10AM,19MFF-00051,57 COLUMBIA SQUARE ST,"9:30am-9:35am, 11:30am-11:35am","Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336022,,09:00,10:00,4285000,04/20/2011 02:07:34 PM,04/20/2011 02:07:56 PM,3754,049,Y,Paradise Catering,6010986.73349,2111062.27706,37.777193948558043,-122.40551361824858,"(37.777193948558, -122.405513618249)",9,14,2,34,28853
1,Monday,9AM,10AM,19MFF-00051,370 07TH ST,"9:55am-10am, 12:50pm-1pm","Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336019,,09:00,10:00,373000,04/21/2011 11:11:20 AM,04/21/2011 11:11:42 AM,3755,207,Y,Paradise Catering,6010637.19305,2110542.50613,37.775747227684519,-122.40668615734661,"(37.7757472276845, -122.406686157347)",9,8,2,34,28853
1,Monday,10AM,11AM,19MFF-00051,555 09TH ST,"10:35am-10:40am, 12:30pm-1:pm","Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336023,,10:00,11:00,459000,04/21/2011 11:10:10 AM,04/21/2011 11:10:34 AM,3781,003,Y,Paradise Catering,6010322.73482,2108692.21714,37.770649163845981,-122.40764346321261,"(37.770649163846, -122.407643463213)",9,14,2,34,28853
1,Monday,10AM,11AM,19MFF-00051,1119 MISSION ST,10am-10:15am,"Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336041,,10:00,11:00,9101000,04/20/2011 02:17:07 PM,04/20/2011 02:17:28 PM,3727,130,Y,Paradise Catering,6009320.40481,2111691.88579,37.778829391602429,-122.41132249080088,"(37.7788293916024, -122.411322490801)",9,8,2,34,28853
3,Wednesday,8AM,9AM,19MFF-00051,965 FOLSOM ST,8:55am-9am,"Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336026,,08:00,09:00,5666000,04/20/2011 01:55:34 PM,04/20/2011 01:55:51 PM,3753,225,Y,Paradise Catering,6011205.90065,2111740.71058,37.779069021746814,-122.4048032205762,"(37.7790690217468, -122.404803220576)",9,14,2,34,28856
2,Tuesday,10AM,11AM,19MFF-00051,1119 MISSION ST,10am-10:15am,"Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336041,,10:00,11:00,9101000,04/20/2011 02:17:07 PM,04/20/2011 02:17:28 PM,3727,130,Y,Paradise Catering,6009320.40481,2111691.88579,37.778829391602429,-122.41132249080088,"(37.7788293916024, -122.411322490801)",9,8,2,34,28853
1,Monday,9AM,10AM,19MFF-00051,25 RUSS ST,9:35am-9:40am,"Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336016,,09:00,10:00,11184000,04/20/2011 02:08:34 PM,04/20/2011 02:08:55 PM,3726,067,Y,Paradise Catering,6010013.3279,2111912.0296,37.779472693312648,-122.40894092246963,"(37.7794726933126, -122.40894092247)",9,14,2,34,28853
5,Friday,11AM,12PM,19MFF-00051,45 DORE ST,"9:10am-9:15am, 11:10am-11:15am","Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336025,,11:00,12:00,4929000,04/20/2011 03:48:50 PM,04/20/2011 03:49:15 PM,3518,033,Y,Paradise Catering,6008793.40745,2109943.18863,37.773998311548915,-122.41302191164964,"(37.7739983115489, -122.41302191165)",9,8,2,34,28853
3,Wednesday,8AM,9AM,19MFF-00051,1455 03RD ST,8:15am-8:20am,"Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336017,,08:00,09:00,185104,04/20/2011 01:51:16 PM,04/20/2011 01:51:33 PM,8720,012,Y,Paradise Catering,6015621.18734,2108400.94512,37.770144565279765,-122.38929554252491,"(37.7701445652798, -122.389295542525)",9,14,3,4,310
3,Wednesday,10AM,11AM,19MFF-00051,1119 MISSION ST,10am-10:15am,"Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336041,,10:00,11:00,9101000,04/20/2011 02:17:07 PM,04/20/2011 02:17:28 PM,3727,130,Y,Paradise Catering,6009320.40481,2111691.88579,37.778829391602429,-122.41132249080088,"(37.7788293916024, -122.411322490801)",9,8,2,34,28853
2,Tuesday,9AM,10AM,19MFF-00051,1023 MISSION ST,9:15am-9:20am,"Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336039,,09:00,10:00,9100000,04/20/2011 01:59:13 PM,04/20/2011 02:00:07 PM,3726,110,Y,Paradise Catering,6009947.07296,2112290.49616,37.780508161703487,-122.40919684134714,"(37.7805081617035, -122.409196841347)",9,14,2,34,28853
1,Monday,9AM,10AM,19MFF-00051,1045 MISSION ST,9:55am-10am,"Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336040,,09:00,10:00,9100000,04/20/2011 02:15:54 PM,04/20/2011 02:16:12 PM,3726,109,Y,Paradise Catering,6009808.47353,2112158.10222,37.780136873471648,-122.40966697691718,"(37.7801368734716, -122.409666976917)",9,14,2,34,28853
2,Tuesday,8AM,9AM,19MFF-00051,1455 03RD ST,8:15am-8:20am,"Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336017,,08:00,09:00,185104,04/20/2011 01:51:16 PM,04/20/2011 01:51:33 PM,8720,012,Y,Paradise Catering,6015621.18734,2108400.94512,37.770144565279765,-122.38929554252491,"(37.7701445652798, -122.389295542525)",9,14,3,4,310
2,Tuesday,11AM,12PM,19MFF-00051,300 FRANKLIN ST,Set-up at 350 Franklin St: 11:45am-11:50am,"Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336029,,11:00,12:00,5802000,04/21/2011 11:08:36 AM,04/21/2011 11:08:57 AM,0810,001,Y,Paradise Catering,6006434.73579,2111126.16944,37.777113804537791,-122.42126499251151,"(37.7771138045378, -122.421264992512)",11,7,6,9,28852
4,Thursday,10AM,11AM,19MFF-00051,1252 HOWARD ST,Set-up at 1250 Howard St. 10:40am-10:45am,"Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336036,,10:00,11:00,7051000,04/20/2011 03:22:33 PM,04/20/2011 03:22:55 PM,3728,018,Y,Paradise Catering,6008962.80175,2110526.72444,37.775610071182697,-122.41247720229909,"(37.7756100711827, -122.412477202299)",9,8,2,34,28853
2,Tuesday,5AM,6AM,19MFF-00051,634 CLAY ST,Set-up at 600 Clay St.  5am-5:30am,"Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336020,,05:00,06:00,4086000,04/19/2011 02:37:51 PM,04/19/2011 02:38:04 PM,0208,008,Y,Paradise Catering,6011628.3201,2117404.67551,37.794644535393914,-122.40374053653333,"(37.7946445353939, -122.403740536533)",10,3,1,6,28860
2,Tuesday,9AM,10AM,19MFF-00051,19 CLEMENTINA ST,9:45am-9:50am,"Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336021,,09:00,10:00,4194000,04/20/2011 02:11:29 PM,04/20/2011 02:11:47 PM,3736,124,Y,Paradise Catering,6013998.1479,2114707.04739,37.787369577875879,-122.39535149203148,"(37.7873695778759, -122.395351492031)",9,6,2,8,28855
1,Monday,12PM,1PM,19MFF-00051,370 07TH ST,"9:55am-10am, 12:50pm-1pm","Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336019,,12:00,13:00,373000,04/21/2011 11:11:20 AM,04/21/2011 11:11:42 AM,3755,207,Y,Paradise Catering,6010637.19305,2110542.50613,37.775747227684519,-122.40668615734661,"(37.7757472276845, -122.406686157347)",9,8,2,34,28853
4,Thursday,8AM,9AM,19MFF-00051,1455 03RD ST,8:15am-8:20am,"Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336017,,08:00,09:00,185104,04/20/2011 01:51:16 PM,04/20/2011 01:51:33 PM,8720,012,Y,Paradise Catering,6015621.18734,2108400.94512,37.770144565279765,-122.38929554252491,"(37.7701445652798, -122.389295542525)",9,14,3,4,310
5,Friday,9AM,10AM,19MFF-00051,19 CLEMENTINA ST,9:45am-9:50am,"Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336021,,09:00,10:00,4194000,04/20/2011 02:11:29 PM,04/20/2011 02:11:47 PM,3736,124,Y,Paradise Catering,6013998.1479,2114707.04739,37.787369577875879,-122.39535149203148,"(37.7873695778759, -122.395351492031)",9,6,2,8,28855
3,Wednesday,9AM,10AM,19MFF-00051,25 RUSS ST,9:35am-9:40am,"Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336016,,09:00,10:00,11184000,04/20/2011 02:08:34 PM,04/20/2011 02:08:55 PM,3726,067,Y,Paradise Catering,6010013.3279,2111912.0296,37.779472693312648,-122.40894092246963,"(37.7794726933126, -122.40894092247)",9,14,2,34,28853
4,Thursday,12PM,1PM,19MFF-00051,370 07TH ST,"9:55am-10am, 12:50pm-1pm","Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336019,,12:00,13:00,373000,04/21/2011 11:11:20 AM,04/21/2011 11:11:42 AM,3755,207,Y,Paradise Catering,6010637.19305,2110542.50613,37.775747227684519,-122.40668615734661,"(37.7757472276845, -122.406686157347)",9,8,2,34,28853
2,Tuesday,9AM,10AM,19MFF-00051,575 HARRISON ST,9:20am-9:30am,"Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336034,,09:00,10:00,6713000,04/20/2011 02:01:33 PM,04/20/2011 02:01:54 PM,3764,198,Y,Paradise Catering,6014200.97402,2113727.48935,37.784691215368319,-122.39458113071021,"(37.7846912153683, -122.39458113071)",9,6,2,8,28856
2,Tuesday,10AM,11AM,19MFF-00051,1252 HOWARD ST,Set-up at 1250 Howard St. 10:40am-10:45am,"Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336036,,10:00,11:00,7051000,04/20/2011 03:22:33 PM,04/20/2011 03:22:55 PM,3728,018,Y,Paradise Catering,6008962.80175,2110526.72444,37.775610071182697,-122.41247720229909,"(37.7756100711827, -122.412477202299)",9,8,2,34,28853
4,Thursday,9AM,10AM,19MFF-00051,938 HARRISON ST,9:25am-9:30am,"Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336035,,09:00,10:00,6721000,04/20/2011 02:03:19 PM,04/20/2011 02:03:43 PM,3753,046,Y,Paradise Catering,6011796.33461,2111484.70745,37.778399080559581,-122.40274264953344,"(37.7783990805596, -122.402742649533)",9,14,2,34,28856
3,Wednesday,9AM,10AM,19MFF-00051,1069 FOLSOM ST,9:45am-9:50am,"Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336027,,09:00,10:00,5671000,04/20/2011 02:10:27 PM,04/20/2011 02:10:47 PM,3754,040,Y,Paradise Catering,6010514.31983,2111079.9328,37.77721600070776,-122.407149100168,"(37.7772160007078, -122.407149100168)",9,14,2,34,28853
3,Wednesday,9AM,10AM,19MFF-00051,575 HARRISON ST,9:20am-9:30am,"Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336034,,09:00,10:00,6713000,04/20/2011 02:01:33 PM,04/20/2011 02:01:54 PM,3764,198,Y,Paradise Catering,6014200.97402,2113727.48935,37.784691215368319,-122.39458113071021,"(37.7846912153683, -122.39458113071)",9,6,2,8,28856
5,Friday,8AM,9AM,19MFF-00051,786 MINNA ST,8:40am-8:50am,"Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336038,,08:00,09:00,9049000,04/20/2011 01:52:36 PM,04/20/2011 01:52:55 PM,3728,105,Y,Paradise Catering,6008526.93981,2110684.0291,37.776017522580815,-122.41399609094492,"(37.7760175225808, -122.413996090945)",9,8,2,34,28853
5,Friday,9AM,10AM,19MFF-00051,1069 FOLSOM ST,9:45am-9:50am,"Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336027,,09:00,10:00,5671000,04/20/2011 02:10:27 PM,04/20/2011 02:10:47 PM,3754,040,Y,Paradise Catering,6010514.31983,2111079.9328,37.77721600070776,-122.407149100168,"(37.7772160007078, -122.407149100168)",9,14,2,34,28853
5,Friday,9AM,10AM,19MFF-00051,621 MINNA ST,9:40am-9:45am,"Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336037,,09:00,10:00,9047000,04/20/2011 02:09:27 PM,04/20/2011 02:09:44 PM,3727,083,Y,Paradise Catering,6009451.36576,2111513.20601,37.778346123263376,-122.41085682050453,"(37.7783461232634, -122.410856820505)",9,8,2,34,28853
1,Monday,9AM,10AM,19MFF-00051,57 COLUMBIA SQUARE ST,"9:30am-9:35am, 11:30am-11:35am","Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336022,,09:00,10:00,4285000,04/20/2011 02:07:34 PM,04/20/2011 02:07:56 PM,3754,049,Y,Paradise Catering,6010986.73349,2111062.27706,37.777193948558043,-122.40551361824858,"(37.777193948558, -122.405513618249)",9,14,2,34,28853
4,Thursday,9AM,10AM,19MFF-00051,19 CLEMENTINA ST,9:45am-9:50am,"Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336021,,09:00,10:00,4194000,04/20/2011 02:11:29 PM,04/20/2011 02:11:47 PM,3736,124,Y,Paradise Catering,6013998.1479,2114707.04739,37.787369577875879,-122.39535149203148,"(37.7873695778759, -122.395351492031)",9,6,2,8,28855
3,Wednesday,9AM,10AM,19MFF-00051,732 BRANNAN ST,9:50am-9:55am,"Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336018,,09:00,10:00,3083000,04/20/2011 02:12:26 PM,04/20/2011 02:12:46 PM,3779,018,Y,Paradise Catering,6011980.05829,2109909.48829,37.774084146880632,-122.40199631139329,"(37.7740841468806, -122.401996311393)",9,14,2,34,28853
1,Monday,8AM,9AM,19MFF-00051,1455 03RD ST,8:15am-8:20am,"Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336017,,08:00,09:00,185104,04/20/2011 01:51:16 PM,04/20/2011 01:51:33 PM,8720,012,Y,Paradise Catering,6015621.18734,2108400.94512,37.770144565279765,-122.38929554252491,"(37.7701445652798, -122.389295542525)",9,14,3,4,310
1,Monday,9AM,10AM,19MFF-00051,1069 FOLSOM ST,9:45am-9:50am,"Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336027,,09:00,10:00,5671000,04/20/2011 02:10:27 PM,04/20/2011 02:10:47 PM,3754,040,Y,Paradise Catering,6010514.31983,2111079.9328,37.77721600070776,-122.407149100168,"(37.7772160007078, -122.407149100168)",9,14,2,34,28853
5,Friday,9AM,10AM,19MFF-00051,732 BRANNAN ST,9:50am-9:55am,"Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336018,,09:00,10:00,3083000,04/20/2011 02:12:26 PM,04/20/2011 02:12:46 PM,3779,018,Y,Paradise Catering,6011980.05829,2109909.48829,37.774084146880632,-122.40199631139329,"(37.7740841468806, -122.401996311393)",9,14,2,34,28853
2,Tuesday,9AM,10AM,19MFF-00051,732 BRANNAN ST,9:50am-9:55am,"Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336018,,09:00,10:00,3083000,04/20/2011 02:12:26 PM,04/20/2011 02:12:46 PM,3779,018,Y,Paradise Catering,6011980.05829,2109909.48829,37.774084146880632,-122.40199631139329,"(37.7740841468806, -122.401996311393)",9,14,2,34,28853
5,Friday,9AM,10AM,19MFF-00051,15 HARRIET ST,9am-9:10am,"Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336033,,09:00,10:00,6699000,04/20/2011 01:57:12 PM,04/20/2011 01:57:26 PM,3731,116,Y,Paradise Catering,6010459.44659,2111786.86759,37.779154007304719,-122.40738877509443,"(37.7791540073047, -122.407388775094)",9,14,2,34,28853
5,Friday,10AM,11AM,19MFF-00051,340 10TH ST,10:45am-10:50am,"Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336024,,10:00,11:00,488000,04/20/2011 03:23:34 PM,04/20/2011 03:23:54 PM,3520,004,Y,Paradise Catering,6009040.64396,2109272.9828,37.772171958942153,-122.41211930033779,"(37.7721719589422, -122.412119300338)",9,8,2,34,28853
5,Friday,5AM,6AM,19MFF-00051,634 CLAY ST,Set-up at 600 Clay St.  5am-5:30am,"Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336020,,05:00,06:00,4086000,04/19/2011 02:37:51 PM,04/19/2011 02:38:04 PM,0208,008,Y,Paradise Catering,6011628.3201,2117404.67551,37.794644535393914,-122.40374053653333,"(37.7946445353939, -122.403740536533)",10,3,1,6,28860
2,Tuesday,10AM,11AM,19MFF-00051,340 10TH ST,10:45am-10:50am,"Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336024,,10:00,11:00,488000,04/20/2011 03:23:34 PM,04/20/2011 03:23:54 PM,3520,004,Y,Paradise Catering,6009040.64396,2109272.9828,37.772171958942153,-122.41211930033779,"(37.7721719589422, -122.412119300338)",9,8,2,34,28853
5,Friday,10AM,11AM,19MFF-00051,555 09TH ST,"10:35am-10:40am, 12:30pm-1:pm","Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336023,,10:00,11:00,459000,04/21/2011 11:10:10 AM,04/21/2011 11:10:34 AM,3781,003,Y,Paradise Catering,6010322.73482,2108692.21714,37.770649163845981,-122.40764346321261,"(37.770649163846, -122.407643463213)",9,14,2,34,28853
5,Friday,10AM,11AM,19MFF-00051,1398 FOLSOM ST,10:50am-10:55am,"Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336028,,10:00,11:00,5680000,04/20/2011 03:24:52 PM,04/20/2011 03:25:13 PM,3518,015,Y,Paradise Catering,6008833.19977,2109529.73097,37.772865287580295,-122.4128550252701,"(37.7728652875803, -122.41285502527)",9,8,2,34,28853
4,Thursday,9AM,10AM,19MFF-00051,370 07TH ST,"9:55am-10am, 12:50pm-1pm","Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336019,,09:00,10:00,373000,04/21/2011 11:11:20 AM,04/21/2011 11:11:42 AM,3755,207,Y,Paradise Catering,6010637.19305,2110542.50613,37.775747227684519,-122.40668615734661,"(37.7757472276845, -122.406686157347)",9,8,2,34,28853
1,Monday,11AM,12PM,19MFF-00051,45 DORE ST,"9:10am-9:15am, 11:10am-11:15am","Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336025,,11:00,12:00,4929000,04/20/2011 03:48:50 PM,04/20/2011 03:49:15 PM,3518,033,Y,Paradise Catering,6008793.40745,2109943.18863,37.773998311548915,-122.41302191164964,"(37.7739983115489, -122.41302191165)",9,8,2,34,28853
3,Wednesday,9AM,10AM,19MFF-00051,621 MINNA ST,9:40am-9:45am,"Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336037,,09:00,10:00,9047000,04/20/2011 02:09:27 PM,04/20/2011 02:09:44 PM,3727,083,Y,Paradise Catering,6009451.36576,2111513.20601,37.778346123263376,-122.41085682050453,"(37.7783461232634, -122.410856820505)",9,8,2,34,28853
4,Thursday,5AM,6AM,19MFF-00051,634 CLAY ST,Set-up at 600 Clay St.  5am-5:30am,"Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336020,,05:00,06:00,4086000,04/19/2011 02:37:51 PM,04/19/2011 02:38:04 PM,0208,008,Y,Paradise Catering,6011628.3201,2117404.67551,37.794644535393914,-122.40374053653333,"(37.7946445353939, -122.403740536533)",10,3,1,6,28860
2,Tuesday,12PM,1PM,19MFF-00051,370 07TH ST,"9:55am-10am, 12:50pm-1pm","Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336019,,12:00,13:00,373000,04/21/2011 11:11:20 AM,04/21/2011 11:11:42 AM,3755,207,Y,Paradise Catering,6010637.19305,2110542.50613,37.775747227684519,-122.40668615734661,"(37.7757472276845, -122.406686157347)",9,8,2,34,28853
5,Friday,10AM,11AM,19MFF-00051,301 VAN NESS AVE,Set-up at 500 Franklin St.  10:15am-10:20am,"Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336030,,10:00,11:00,5805000,04/20/2011 02:25:38 PM,04/20/2011 02:25:59 PM,0786A,001,Y,Paradise Catering,6006813.7965,2111531.59176,37.778248359572956,-122.41998247696355,"(37.778248359573, -122.419982476964)",11,7,6,9,28852
4,Thursday,9AM,10AM,19MFF-00051,25 RUSS ST,9:35am-9:40am,"Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336016,,09:00,10:00,11184000,04/20/2011 02:08:34 PM,04/20/2011 02:08:55 PM,3726,067,Y,Paradise Catering,6010013.3279,2111912.0296,37.779472693312648,-122.40894092246963,"(37.7794726933126, -122.40894092247)",9,14,2,34,28853
5,Friday,12AM,1AM,19MFF-00051,855 GEARY ST,4:45am-4:55am,"Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336031,,00:00,01:00,6116000,04/19/2011 02:27:49 PM,04/19/2011 02:27:59 PM,0320,019,Y,Paradise Catering,6007637.30256,2114389.32118,37.786141355343901,-122.41733622784602,"(37.7861413553439, -122.417336227846)",9,13,1,36,28858
1,Monday,9AM,10AM,19MFF-00051,621 MINNA ST,9:40am-9:45am,"Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336037,,09:00,10:00,9047000,04/20/2011 02:09:27 PM,04/20/2011 02:09:44 PM,3727,083,Y,Paradise Catering,6009451.36576,2111513.20601,37.778346123263376,-122.41085682050453,"(37.7783461232634, -122.410856820505)",9,8,2,34,28853
3,Wednesday,9AM,10AM,19MFF-00051,370 07TH ST,"9:55am-10am, 12:50pm-1pm","Cold Truck: Sandwiches, snacks, prepackaged items, beverages,",1336019,,09:00,10:00,373000,04/21/2011 11:11:20 AM,04/21/2011 11:11:42 AM,3755,207,Y,Paradise Catering,6010637.19305,2110542.50613,37.775747227684519,-122.40668615734661,"(37.7757472276845, -122.406686157347)",9,8,2,34,28853
